dataset,split,conversation_id,turn_idx,emotion_top1,emotion_top1_score,p01,p05,p10,pi,cep,uiop,pop_mean_pct,genre_js,genre_entropy,year_decade_js,year_decade_entropy,mean_year,redundancy_new,redundancy_repeated,stereotype_label,stereotype_score_0,stereotype_score_1,emo_curiosity,emo_neutral,emo_confusion,emo_approval,emo_annoyance,emo_disapproval,emo_love,emo_admiration,emo_joy,emo_disappointment,emo_realization,emo_surprise,emo_excitement,emo_amusement,emo_desire,emo_optimism,emo_gratitude,emo_sadness,emo_fear,emo_disgust,emo_caring,emo_anger,emo_relief,emo_embarrassment,emo_nervousness,emo_remorse,emo_grief,emo_pride,rec_turn_order
redial,test,22536,11,joy,0.752,1.000,1.000,1.000,0.995,0.000,,0.995,0.422,1.099,0.551,0.000,1978.000,1,0,0,0.958,,,,,0.020,,,,0.029,0.752,,,,0.029,0.532,,,,,,,,,,,,,,,1
redial,test,22542,13,neutral,0.532,0.000,0.000,1.000,0.946,,1.000,0.946,0.352,0.693,0.320,0.000,2015.000,1,0,1,,0.966,0.444,0.532,0.270,,0.010,,,,,,,0.011,,,,,,,,,,,,,,,,,0
redial,test,22543,7,neutral,0.931,0.000,1.000,1.000,0.971,,,0.971,0.429,1.099,0.320,0.000,2016.000,1,0,0,0.840,,,0.931,,0.016,,,,,0.010,,0.007,,0.018,,,,,,,,,,,,,,,,0
redial,test,22543,11,admiration,0.449,0.000,1.000,1.000,0.974,1.000,1.000,0.974,0.534,1.099,0.320,0.000,2017.000,1,0,0,0.918,,,0.085,,0.090,,0.034,,0.449,,,,,,,0.232,,,,,,,,,,,,,,1
redial,test,22544,5,gratitude,0.954,0.000,0.000,1.000,0.932,,,0.932,0.390,0.000,0.320,0.000,2017.000,1,0,0,0.548,,,0.007,,0.019,,,,0.656,,,0.006,,,,,,0.954,,,,,,,,,,,,0
redial,test,22544,9,admiration,0.856,0.000,1.000,1.000,0.972,1.000,,0.972,0.431,1.330,0.320,0.000,2016.500,2,0,0,0.918,,,0.056,,0.102,,,,0.856,,,0.009,,,,,,0.011,,,,,,,,,,,,1
redial,test,22545,9,neutral,0.815,0.000,0.000,0.000,0.488,,0.000,0.488,0.550,0.000,0.419,0.000,2006.000,1,0,0,0.794,,,0.815,,0.012,,,,,0.028,,,0.014,0.129,,,,,,,,,,,,,,,,0
redial,test,22545,15,joy,0.827,0.000,1.000,1.000,0.984,0.000,,0.984,0.526,0.693,0.320,0.000,2017.000,1,0,0,0.842,,,0.032,,0.068,,,,0.194,0.827,,,,,,,,,,,,,,0.047,,,,,,1
redial,test,22546,7,neutral,0.965,0.000,0.000,0.000,0.569,,,0.569,0.341,1.099,0.419,0.000,2001.000,1,0,0,0.818,,,0.965,,0.010,0.007,,,,,0.004,0.007,,,,,,,,,,,,,,,,,,0
redial,test,22546,9,fear,0.622,0.000,1.000,1.000,0.980,0.000,,0.980,0.408,0.693,0.320,0.000,2010.000,1,0,0,0.853,,,0.249,,,,,,,,,,,,,,,,0.019,0.622,0.021,,,,,0.019,,,,1
redial,test,22547,7,admiration,0.952,0.000,1.000,1.000,0.975,,1.000,0.976,0.367,1.677,0.198,0.637,2014.000,3,0,0,0.906,,,0.016,,0.036,,,,0.952,,,,,0.005,,,,0.006,,,,,,,,,,,,0
redial,test,22547,11,admiration,0.907,1.000,1.000,1.000,1.000,1.000,,1.000,0.394,1.609,0.517,0.000,1995.000,1,0,1,,0.826,,0.025,,0.091,,,,0.907,,,,,,,,0.007,0.019,,,,,,,,,,,,1
redial,test,22548,11,admiration,0.781,1.000,1.000,1.000,0.991,,,0.991,0.404,0.693,0.419,0.000,2004.000,1,0,1,,0.904,,0.008,,0.082,,,0.762,0.781,0.014,,,,,,,,,,,,,,,,,,,,0
redial,test,22550,9,neutral,0.962,0.000,1.000,1.000,0.968,,1.000,0.968,0.464,1.386,0.320,0.000,2018.000,1,0,0,0.553,,,0.962,,0.026,0.005,,,,,,0.006,,0.004,,,,,,,,,,,,,,,,0
redial,test,22553,13,neutral,0.965,0.000,1.000,1.000,0.968,,,0.968,0.464,1.386,0.320,0.000,2018.000,1,0,1,,0.669,,0.965,0.005,0.011,0.010,0.004,,,,,,,,,,,,,,,,,,,,,,,0
redial,test,22555,7,neutral,0.966,1.000,1.000,1.000,0.998,,,0.998,0.378,1.386,0.419,0.000,2009.000,1,0,0,0.886,,,0.966,0.006,0.014,0.005,,,,,,0.008,,,,,,,,,,,,,,,,,,0
redial,test,22555,15,neutral,0.961,0.000,0.000,0.000,0.878,0.000,,0.878,0.378,1.386,0.320,0.000,2019.000,1,0,0,0.638,,,0.961,0.006,0.017,,,,,,,0.010,,0.004,,,,,,,,,,,,,,,,1
redial,test,22555,17,admiration,0.907,0.000,0.000,0.000,0.708,0.000,0.000,0.708,0.391,1.609,0.612,0.000,1947.000,1,0,0,0.719,,,0.025,,0.091,,,,0.907,,,,,,,,0.007,0.019,,,,,,,,,,,,2
redial,test,22556,9,admiration,0.945,0.000,1.000,1.000,0.981,,,0.981,0.414,1.609,0.551,0.000,1973.000,1,0,0,0.845,,,0.020,,0.031,,,,0.945,,,,,0.006,,,,0.006,,,,,,,,,,,,0
redial,test,22556,13,neutral,0.924,1.000,1.000,1.000,0.999,1.000,,0.999,0.480,1.792,0.517,0.000,1991.000,1,0,1,,0.554,0.021,0.924,0.018,,,,,,,,0.016,0.013,,,,,,,,,,,,,,,,,1
redial,test,22556,15,caring,0.580,0.000,0.000,0.000,0.878,0.000,0.000,0.878,0.378,1.386,0.320,0.000,2019.000,1,0,1,,0.795,,,,0.112,,,,0.220,,,,,,,,0.134,0.208,,,,0.580,,,,,,,,2
redial,test,22563,1,neutral,0.969,0.000,1.000,1.000,0.965,,,0.965,0.282,1.386,0.419,0.000,2009.000,1,0,0,0.767,,,0.969,,0.012,0.006,,,0.004,,,0.007,,,,,,,,,,,,,,,,,,0
redial,test,22576,5,love,0.834,1.000,1.000,1.000,0.998,,,0.998,0.537,1.099,0.517,0.000,1995.000,1,0,0,0.932,,,0.035,,0.167,,,0.834,0.090,0.027,,,,,,,,,,,,,,,,,,,,0
redial,test,22576,7,gratitude,0.962,1.000,1.000,1.000,0.995,1.000,1.000,0.995,0.483,1.099,0.320,0.000,2014.000,1,0,1,,0.634,0.021,,0.079,0.068,,,,,,,,,,,,0.079,0.962,,,,,,,,,,,,1
redial,test,22580,9,curiosity,0.691,0.000,0.000,1.000,0.947,,1.000,0.947,0.334,1.386,0.320,0.000,2018.000,1,0,0,0.566,,0.691,0.407,0.086,0.029,,,,,,,,,,,,0.008,,,,,,,,,,,,,0
redial,test,22580,11,amusement,0.883,0.000,1.000,1.000,0.975,1.000,1.000,0.975,0.417,1.099,0.419,0.000,2001.000,1,0,0,0.838,,,,,0.031,,,,,0.096,,0.095,0.095,,0.883,,,,,,,,,,,,,,,1
redial,test,22580,13,neutral,0.353,0.000,0.500,0.500,0.922,0.689,,0.907,0.401,1.040,0.202,0.693,2009.500,1,1,0,0.747,,,0.353,,0.101,,,,,,,0.070,,,,0.096,0.070,,,,,,,,,,,,,2
redial,test,22581,5,admiration,0.314,0.000,1.000,1.000,0.976,,1.000,0.976,0.463,0.000,0.320,0.000,2011.000,1,0,0,0.698,,,0.048,,,,,0.172,0.314,,,,0.115,0.258,,,,,,,,,,,,,,,,0
redial,test,22581,13,gratitude,0.991,0.000,1.000,1.000,0.987,1.000,1.000,0.987,0.474,0.693,0.546,0.000,1981.000,1,0,1,,0.836,,,,0.020,,,,,0.009,,,,,,0.009,0.052,0.991,,,,,,,,,,,,1
redial,test,22581,15,love,0.567,0.000,0.000,1.000,0.933,1.000,,0.933,0.463,0.000,0.320,0.000,2014.000,1,0,0,0.782,,,0.081,,0.221,,,0.567,0.218,,,0.015,,,,,,,,,,,,,,,,,,2
redial,test,22581,21,curiosity,0.610,1.000,1.000,1.000,0.994,1.000,,0.994,0.280,0.693,0.517,0.000,1998.000,1,0,0,0.835,,0.610,0.430,0.077,0.026,,,,,,,,,0.010,,,,,,,,,,,,,,,,3
redial,test,22583,1,disapproval,0.805,1.000,1.000,1.000,0.994,,,0.994,0.390,0.000,0.517,0.000,1997.000,1,0,0,0.921,,,0.040,,0.041,,0.805,0.140,,,0.056,,,,,,,,,,,,,,,,,,,0
redial,test,22583,3,curiosity,0.536,0.000,1.000,1.000,0.989,1.000,0.000,0.989,0.344,0.693,0.546,0.000,1987.000,1,0,1,,0.513,0.536,0.469,0.151,0.026,,,,,,,0.008,,,,,,,,,,,,,,,,,,1
redial,test,22583,5,curiosity,0.519,0.000,1.000,1.000,0.955,1.000,1.000,0.955,0.463,0.000,0.517,0.000,1993.000,1,0,0,0.848,,0.519,0.351,0.375,0.010,,,,,,,0.008,,,,,,,,,,,,,,,,,,2
redial,test,22583,15,curiosity,0.416,0.000,1.000,1.000,0.987,1.000,,0.987,0.474,0.693,0.546,0.000,1981.000,1,0,1,,0.812,0.416,0.202,,0.111,,,,,,,,0.069,0.142,,,,,,,,,,,,,,,,3
redial,test,22584,3,neutral,0.897,1.000,1.000,1.000,0.995,,1.000,0.995,0.381,1.099,0.320,0.000,2015.000,1,0,0,0.788,,,0.897,0.027,0.058,,,,,,,0.016,,,,,0.014,,,,,,,,,,,,,0
redial,test,22584,5,excitement,0.518,1.000,1.000,1.000,0.997,1.000,0.000,0.997,0.625,0.693,0.320,0.000,2014.000,1,0,1,,0.688,,0.114,,0.149,,,,0.059,0.082,,,,0.518,,,,,,,,,,,,,,,,1
redial,test,22584,9,joy,0.804,0.000,0.000,0.000,0.777,0.000,0.000,0.777,0.619,0.000,0.320,0.000,2018.000,1,0,0,0.878,,,0.044,,0.036,,,,,0.804,0.038,,,,,,,,,,,,,0.038,,,,,,2
redial,test,22586,1,disapproval,0.782,0.000,0.000,1.000,0.941,,,0.941,0.315,1.386,0.419,0.000,2009.000,1,0,1,,0.559,,0.275,,0.029,0.033,0.782,,,,,0.013,,,,,,,,,,,,,,,,,,0
redial,test,22586,3,curiosity,0.575,1.000,1.000,1.000,0.999,1.000,,0.999,0.443,1.099,0.546,0.000,1982.000,1,0,0,0.663,,0.575,0.305,0.325,0.008,0.007,,,,,,,,,,,,,,,,,,,,,,,,1
redial,test,22586,7,excitement,0.392,0.000,0.000,0.000,0.777,0.000,,0.777,0.619,0.000,0.320,0.000,2018.000,1,0,1,,0.568,0.312,0.043,,0.115,,,,0.153,,,,,0.392,,,,,,,,,,,,,,,,2
redial,test,22586,9,desire,0.460,1.000,1.000,1.000,0.994,0.000,,0.994,0.381,1.099,0.419,0.000,2001.000,1,0,0,0.840,,,,,0.206,,,0.391,0.142,,,,,,,0.460,0.041,,,,,,,,,,,,,3
redial,test,22588,1,joy,0.824,0.500,1.000,1.000,0.976,,1.000,0.979,0.325,1.330,0.202,0.693,2011.500,2,0,1,,0.739,,,,0.141,,,0.195,0.128,0.824,,,,,0.033,,,,,,,,,,,,,,,0
redial,test,22588,3,neutral,0.638,0.000,0.000,0.000,0.304,0.000,0.689,0.304,0.352,0.693,0.517,0.000,1999.000,1,0,0,0.937,,,0.638,,0.355,,,,,,,0.021,,,,,0.019,,,,,0.007,,,,,,,,1
redial,test,22588,9,admiration,0.914,0.000,1.000,1.000,0.950,0.000,,0.950,0.584,0.000,0.551,0.000,1977.000,1,0,0,0.598,,,,,0.086,,,,0.914,0.116,,,,0.086,,,0.030,,,,,,,,,,,,,2
redial,test,22589,3,gratitude,0.869,1.000,1.000,1.000,0.994,,1.000,0.994,0.382,1.099,0.419,0.000,2001.000,1,0,0,0.773,,,0.023,,,,,,,,0.028,,,,,0.147,,0.869,0.020,,,,,,,,,,,0
redial,test,22589,5,love,0.801,0.000,1.000,1.000,0.970,1.000,,0.970,0.436,0.693,0.551,0.000,1972.000,1,0,1,,0.687,,0.025,,0.144,,,0.801,0.202,0.013,,,,,,,,,,,,,,,,,,,,1
redial,test,22589,9,neutral,0.510,0.000,0.000,1.000,0.936,1.000,,0.936,0.423,0.693,0.320,0.000,2017.000,1,0,0,0.519,,,0.510,,0.208,,0.017,,0.100,,,0.037,,,,,,,,,,,,,,,,,,2
redial,test,22589,19,excitement,0.339,0.000,0.000,1.000,0.945,1.000,,0.945,0.390,0.000,0.517,0.000,1996.000,1,0,0,0.877,,0.337,,,0.080,,,,0.097,,,,0.088,0.339,,,,,,,,,,,,,,,,3
redial,test,22591,3,curiosity,0.660,0.000,0.000,1.000,0.916,,1.000,0.916,0.273,1.609,0.320,0.000,2016.000,1,0,0,0.597,,0.660,0.286,0.055,0.033,,,,,,,,,,,0.023,,,,,,,,,,,,,,0
redial,test,22591,5,curiosity,0.667,0.000,1.000,1.000,0.975,1.000,,0.975,0.317,1.386,0.320,0.000,2017.000,1,0,0,0.603,,0.667,0.406,0.105,0.009,,,,,,,,0.005,,,,,,,,,,,,,,,,,1
redial,test,22591,7,curiosity,0.770,0.000,0.000,1.000,0.936,1.000,1.000,0.936,0.423,0.693,0.320,0.000,2017.000,1,0,0,0.519,,0.770,0.122,0.077,,,,0.030,,0.029,,,,,,,,,,,,,,,,,,,,2
redial,test,22591,9,love,0.581,0.000,0.500,0.500,0.927,0.689,,0.913,0.315,1.330,0.320,0.000,2017.500,1,1,0,0.801,,,0.059,,0.300,,,0.581,0.164,0.022,,,,,,,,,,,,,,,,,,,,3
redial,test,22591,11,love,0.682,0.000,0.000,0.000,0.851,0.689,0.689,0.851,0.423,0.693,0.320,0.000,2018.000,0,1,0,0.922,,,0.036,,0.074,,,0.682,0.274,0.093,,,,,,,,,,,,,,,,,,,,4
redial,test,22592,3,love,0.837,0.000,0.000,0.000,0.472,,,0.385,0.296,1.040,0.528,0.693,1963.000,2,0,1,,0.550,,0.026,,0.112,,,0.837,0.184,0.017,,,,,,,,,,,,,,,,,,,,0
redial,test,22592,5,neutral,0.899,0.000,0.000,0.000,0.770,0.689,,0.770,0.317,1.099,0.517,0.000,1997.000,0,1,1,,0.860,,0.899,,0.014,,0.075,,,,0.012,0.021,,,,,,,,,,,,,,,,,,1
redial,test,22592,9,excitement,0.450,0.000,1.000,1.000,0.960,0.000,,0.960,0.317,1.099,0.517,0.000,1996.000,1,0,1,,0.666,0.085,,,0.032,,,,0.333,,,,0.262,0.450,,,,,,,,,,,,,,,,2
redial,test,22592,17,love,0.880,0.000,1.000,1.000,0.985,1.000,1.000,0.985,0.363,1.099,0.517,0.000,1994.000,1,0,1,,0.987,,0.020,,0.049,,,0.880,0.162,0.031,,,,,,,,,,,,,,,,,,,,3
redial,test,22594,1,curiosity,0.626,0.000,0.000,1.000,0.936,,,0.936,0.423,0.693,0.320,0.000,2017.000,1,0,0,0.562,,0.626,0.384,0.070,0.032,,,0.008,,,,,,,,,,,,,,,,,,,,,,0
redial,test,22594,9,disapproval,0.656,1.000,1.000,1.000,0.997,1.000,0.000,0.997,0.372,1.099,0.419,0.000,2009.000,1,0,0,0.655,,,0.093,,0.060,,0.656,,0.303,,0.019,,,,,,,,,,,,,,,,,,,1
redial,test,22595,5,curiosity,0.707,1.000,1.000,1.000,0.997,,0.000,0.997,0.390,0.000,0.546,0.000,1984.000,1,0,1,,0.519,0.707,0.345,0.129,0.006,0.007,,,,,,,,,,,,,,,,,,,,,,,,0
redial,test,22595,7,neutral,0.955,1.000,1.000,1.000,0.997,1.000,,0.997,0.390,0.000,0.546,0.000,1984.000,0,1,1,,0.818,,0.955,,0.027,0.006,,,,,0.006,0.021,,,,,,,,,,,,,,,,,,1
redial,test,22595,9,curiosity,0.580,0.000,1.000,1.000,0.977,1.000,,0.977,0.352,0.693,0.517,0.000,1994.000,1,0,0,0.576,,0.580,0.510,0.096,0.016,,,,,,,,0.007,,,,,,,,,,,,,,,,,2
redial,test,22596,5,curiosity,0.723,0.000,0.000,1.000,0.938,,,0.938,0.390,0.000,0.419,0.000,2003.000,1,0,0,0.864,,0.723,0.301,0.109,,0.010,0.010,,,,,,,,,,,,,,,,,,,,,,,0
redial,test,22596,7,love,0.381,0.000,0.000,1.000,0.938,1.000,,0.938,0.390,0.000,0.419,0.000,2003.000,0,1,0,0.570,,,0.142,,0.264,,,0.381,,,,,,0.026,,,0.024,,,,,,,,,,,,,1
redial,test,22596,9,excitement,0.494,0.000,1.000,1.000,0.954,1.000,1.000,0.954,0.425,1.386,0.546,0.000,1981.000,1,0,0,0.533,,,0.271,,0.080,,,,,0.064,,,0.069,0.494,,,,,,,,,,,,,,,,2
redial,test,22597,1,neutral,0.671,1.000,1.000,1.000,0.993,,1.000,0.993,0.390,0.000,0.517,0.000,1996.000,1,0,0,0.859,,,0.671,,,0.022,0.460,,,,0.026,0.014,,,,,,,,,,,,,,,,,,0
redial,test,22597,3,love,0.755,0.000,1.000,1.000,0.979,1.000,1.000,0.979,0.429,0.693,0.419,0.000,2003.000,1,0,1,,0.598,0.426,,0.219,,,0.187,0.755,,,0.061,,,,,,,,,,,,,,,,,,,1
redial,test,22597,5,admiration,0.919,0.000,0.000,1.000,0.910,1.000,1.000,0.910,0.458,0.693,0.419,0.000,2005.000,1,0,0,0.947,,,0.033,,0.062,,,,0.919,,,,,,,,0.006,0.006,,,,,,,,,,,,2
redial,test,22597,7,neutral,0.810,0.000,0.000,1.000,0.904,1.000,1.000,0.904,0.463,0.000,0.419,0.000,2007.000,1,0,0,0.874,,,0.810,,,0.017,0.174,,,,0.034,0.025,,,,,,,,,,,,,,,,,,3
redial,test,22599,11,neutral,0.960,0.000,0.000,0.000,0.866,,,0.866,0.463,0.000,0.320,0.000,2017.000,1,0,1,,0.681,,0.960,,0.025,0.005,0.004,,,,,0.008,,,,,,,,,,,,,,,,,,0
redial,test,22599,17,neutral,0.877,1.000,1.000,1.000,0.991,0.000,,0.991,0.229,1.386,0.419,0.000,2008.000,1,0,0,0.925,,,0.877,,0.011,,0.016,,,,,0.033,0.057,,,,,,,,,,,,,,,,,1
redial,test,22600,7,curiosity,0.602,0.000,0.500,0.500,0.873,,,0.890,0.381,1.055,0.320,0.000,2017.000,2,0,0,0.824,,0.602,0.044,0.158,,,,0.598,,,0.033,,,,,,,,,,,,,,,,,,,0
redial,test,22600,13,neutral,0.655,0.000,1.000,1.000,0.967,0.689,,0.967,0.317,1.099,0.320,0.000,2017.000,1,0,1,,0.579,0.308,0.655,0.210,0.010,,,,,,,,0.007,,,,,,,,,,,,,,,,,1
redial,test,22601,1,curiosity,0.651,0.500,1.000,1.000,0.989,,,0.987,0.302,1.560,0.596,0.000,1956.500,2,0,0,0.956,,0.651,0.438,0.098,0.008,0.005,,,,,,,,,,,,,,,,,,,,,,,,0
redial,test,22601,9,love,0.750,1.000,1.000,1.000,0.996,1.000,,0.996,0.407,0.693,0.612,0.000,1941.000,1,0,1,,0.848,,,,0.100,,0.378,0.750,0.038,,0.050,,,,,,,,,,,,,,,,,,,1
redial,test,22601,11,gratitude,0.990,0.000,1.000,1.000,0.979,1.000,,0.979,0.508,1.099,0.596,0.000,1958.000,1,0,1,,0.618,,0.008,,0.012,,,,0.009,,,,,,,,0.005,0.990,,,,,,,,,,,,2
redial,test,22602,5,sadness,0.776,0.000,0.000,1.000,0.935,,0.689,0.935,0.352,0.693,0.551,0.000,1970.000,1,0,0,0.690,,,0.105,,,,,0.205,,,0.086,0.037,,,,,,,0.776,,,,,,,,,,,0
redial,test,22602,7,sadness,0.854,1.000,1.000,1.000,0.997,1.000,1.000,0.997,0.404,0.693,0.546,0.000,1989.000,1,0,0,0.513,,0.178,,,,,,0.186,0.050,,0.109,,,,,,,,0.854,,,,,,,,,,,1
redial,test,22603,3,neutral,0.906,1.000,1.000,1.000,0.999,,,0.999,0.425,1.099,0.546,0.000,1988.000,1,0,1,,0.773,0.093,0.906,0.044,0.008,,,,,,,,0.007,,,,,,,,,,,,,,,,,0
redial,test,22603,5,curiosity,0.742,1.000,1.000,1.000,0.996,1.000,,0.997,0.284,1.748,0.294,0.693,2002.000,1,1,1,,0.643,0.742,0.241,0.148,0.009,0.006,,,,,,,,,,,,,,,,,,,,,,,,1
redial,test,22603,7,neutral,0.701,0.000,1.000,1.000,0.975,1.000,,0.975,0.425,1.099,0.517,0.000,1991.000,1,0,1,,0.685,,0.701,,0.049,0.044,0.224,,,,,0.081,,,,,,,,,,,,,,,,,,2
redial,test,22604,1,remorse,0.778,1.000,1.000,1.000,0.990,,,0.990,0.450,0.693,0.546,0.000,1985.000,1,0,1,,0.665,,0.053,,,,,,,,0.023,0.016,,,,,,,0.226,,,,,,,,0.778,,,0
redial,test,22604,3,neutral,0.643,1.000,1.000,1.000,0.993,1.000,1.000,0.994,0.325,1.040,0.432,0.693,1991.000,1,1,0,0.879,,,0.643,0.011,0.256,,0.016,,,,,0.048,,,,,,,,,,,,,,,,,,1
redial,test,22604,5,neutral,0.815,1.000,1.000,1.000,0.997,1.000,,0.997,0.398,0.693,0.517,0.000,1997.000,0,1,1,,0.640,,0.815,0.028,0.149,,,,,,,0.029,,,,,0.039,,,,,,,,,,,,,2
redial,test,22604,7,admiration,0.941,1.000,1.000,1.000,0.995,1.000,1.000,0.995,0.381,1.099,0.298,0.693,1996.000,2,0,1,,0.725,,0.023,,0.033,,,,0.941,0.007,,,,0.009,,,,,,,,,,,,,,,,3
redial,test,22605,1,curiosity,0.692,1.000,1.000,1.000,1.000,,,1.000,0.229,1.386,0.517,0.000,1996.000,1,0,0,0.808,,0.692,0.368,0.104,0.007,,,,,,,,0.005,,,,,,,,,,,,,,,,,0
redial,test,22610,9,neutral,0.939,0.000,1.000,1.000,0.973,,,0.973,0.483,1.099,0.320,0.000,2017.000,1,0,0,0.843,,,0.939,,0.015,,,,,0.007,,0.009,,0.013,,,,,,,,,,,,,,,,0
redial,test,22610,11,admiration,0.949,0.000,1.000,1.000,0.973,1.000,1.000,0.973,0.483,1.099,0.320,0.000,2017.000,0,1,0,0.897,,,0.017,,0.043,,,,0.949,,,,,,,,0.005,0.009,,,,,,,,,,,,1
redial,test,22612,1,curiosity,0.700,0.000,1.000,1.000,0.971,,,0.971,0.370,0.693,0.551,0.000,1977.000,1,0,1,,0.820,0.700,0.288,0.093,0.014,,,,,,,,0.007,,,,,,,,,,,,,,,,,0
redial,test,22612,3,neutral,0.330,0.000,1.000,1.000,0.989,1.000,,0.989,0.485,0.693,0.419,0.000,2001.000,1,0,0,0.900,,,0.330,,0.288,,,0.041,,,,0.022,,,,,,,,,0.020,,,,,,,,,1
redial,test,22612,5,admiration,0.689,1.000,1.000,1.000,0.999,1.000,1.000,0.999,0.300,1.889,0.202,0.693,2005.000,2,0,1,,0.600,,,0.485,0.262,,0.031,0.029,0.689,,,,,,,,,,,,,,,,,,,,,2
redial,test,22612,7,neutral,0.520,1.000,1.000,1.000,0.999,1.000,,0.999,0.522,0.693,0.419,0.000,2000.000,0,1,1,,0.927,,0.520,,0.156,,,,,,,,,0.026,,0.187,0.042,,,,,,,,,,,,,3
redial,test,22614,1,admiration,0.876,1.000,1.000,1.000,0.998,,1.000,0.998,0.381,1.609,0.419,0.000,2002.000,1,0,0,0.850,,,,,0.049,,,0.528,0.876,0.041,,,,0.012,,,,,,,,,,,,,,,,0
redial,test,22614,3,neutral,0.865,0.000,0.000,0.000,0.304,0.000,0.000,0.304,0.514,0.693,0.419,0.000,2005.000,1,0,1,,0.790,,0.865,,0.017,0.018,0.175,,,,,0.014,,,,,,,,,,,,,,,,,,1
redial,test,22614,9,neutral,0.624,0.000,1.000,1.000,0.980,0.000,,0.980,0.619,0.000,0.320,0.000,2017.000,1,0,0,0.838,,,0.624,,,0.020,0.480,,,,0.043,0.022,,,,,,,,,,,,,,,,,,2
redial,test,22614,11,admiration,0.515,0.000,1.000,1.000,0.980,1.000,1.000,0.980,0.619,0.000,0.320,0.000,2017.000,0,1,0,0.723,,,0.071,,0.512,,,,0.515,,,,,,,,0.033,0.022,,,,,,,,,,,,3
redial,test,22619,5,amusement,0.908,0.000,0.000,0.500,0.888,,,0.899,0.322,1.332,0.320,0.000,2017.500,2,0,0,0.833,,,0.015,,0.011,,,,0.020,0.189,,,,,0.908,,,,,,,,,,,,,,,0
redial,test,22619,7,joy,0.314,0.000,0.500,0.500,0.922,1.000,,0.907,0.401,1.040,0.202,0.693,2009.500,2,0,1,,0.709,,0.090,,0.127,,0.174,,,0.314,,,,,,,,0.089,,,,,,,,,,,,1
redial,test,22619,11,curiosity,0.545,1.000,1.000,1.000,0.994,0.689,1.000,0.994,0.366,1.386,0.320,0.000,2016.000,1,0,0,0.794,,0.545,0.292,0.378,0.015,,0.016,,,,,,,,,,,,,,,,,,,,,,,2
redial,test,22619,15,neutral,0.515,0.000,1.000,1.000,0.976,1.000,,0.976,0.463,0.000,0.320,0.000,2011.000,1,0,0,0.664,,,0.515,,0.448,,,,0.015,,,0.033,,0.018,,,,,,,,,,,,,,,,3
redial,test,22629,9,admiration,0.633,0.000,1.000,1.000,0.968,,,0.968,0.464,1.386,0.320,0.000,2018.000,1,0,0,0.893,,,0.072,,0.456,,,,0.633,,,0.013,,,,,0.013,,,,,,,,,,,,,0
redial,test,22629,11,curiosity,0.439,0.000,1.000,1.000,0.968,1.000,,0.968,0.464,1.386,0.320,0.000,2018.000,0,1,1,,0.946,0.439,0.195,0.044,0.315,,,,,,,,,0.033,,,,,,,,,,,,,,,,1
redial,test,22630,9,neutral,0.966,0.000,1.000,1.000,0.977,,1.000,0.977,0.280,0.693,0.517,0.000,1998.000,1,0,0,0.871,,,0.966,,0.011,0.008,,,,,,0.005,,,,,,,,,,,0.004,,,,,,,0
redial,test,22630,17,neutral,0.656,0.000,0.000,1.000,0.928,1.000,0.000,0.928,0.573,0.693,0.612,0.000,1942.000,1,0,0,0.753,,,0.656,,0.075,,,,,,,0.175,0.028,0.012,,,,,,,,,,,,,,,,1
redial,test,22632,5,love,0.892,0.000,0.000,0.000,0.521,,,0.521,0.283,1.099,0.419,0.000,2003.000,1,0,0,0.825,,,0.030,,0.068,,,0.892,0.078,0.021,,,,,,,,,,,,,,,,,,,,0
redial,test,22632,9,neutral,0.825,0.000,0.000,0.000,0.669,0.000,0.000,0.669,0.352,0.693,0.419,0.000,2002.000,1,0,0,0.553,,,0.825,,0.218,,,,0.007,,,0.007,,,,,0.003,,,,,,,,,,,,,1
redial,test,22632,13,neutral,0.962,1.000,1.000,1.000,0.994,0.000,1.000,0.994,0.366,1.386,0.320,0.000,2016.000,1,0,0,0.770,,,0.962,,0.012,0.005,,,,,,0.008,,0.004,,,,,,,,,,,,,,,,2
redial,test,22632,17,caring,0.727,1.000,1.000,1.000,0.994,1.000,,0.994,0.366,1.386,0.320,0.000,2016.000,0,1,0,0.695,,,,,0.057,,,,0.104,,,,,,,,0.144,0.192,,,,0.727,,,,,,,,3
redial,test,22634,7,love,0.944,0.000,1.000,1.000,0.961,,,0.961,0.391,1.099,0.320,0.000,2016.000,1,0,0,0.824,,,0.011,,0.033,,,0.944,0.050,0.012,,,,,,,,,,,,,,,,,,,,0
redial,test,22634,15,admiration,0.907,0.000,0.500,0.500,0.372,0.689,,0.481,0.380,1.386,0.294,0.693,2001.500,1,1,0,0.560,,,0.025,,0.091,,,,0.907,,,,,,,,0.007,0.019,,,,,,,,,,,,1
redial,test,22636,3,admiration,0.944,0.000,0.000,1.000,0.946,,,0.946,0.352,0.693,0.320,0.000,2015.000,1,0,0,0.888,,,0.017,,0.033,,,,0.944,0.009,,,,0.009,,,,,,,,,,,,,,,,0
redial,test,22636,7,neutral,0.934,1.000,1.000,1.000,0.999,1.000,1.000,0.999,0.352,0.693,0.517,0.000,1997.000,1,0,0,0.847,,0.025,0.934,0.013,0.012,,,,,,,0.007,,,,,,,,,,,,,,,,,,1
